Timestamp,Sensor_1,Sensor_2
20:53:07,ets Jul 29 2019 12:21:46
20:53:07,rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)
20:53:07,configsip: 0, SPIWP:0xee
20:53:07,clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00
20:53:07,mode:DIO, clock div:1
20:53:07,load:0x3fff0030,len:4876
20:53:07,ho 0 tail 12 room 4
20:53:07,load:0x40078000,len:16560
20:53:07,load:0x40080400,len:3500
20:53:07,entry 0x400805b4
20:54:01,3.05, -1
20:54:01,3.05, -1
20:54:01,3.05, -1
20:54:01,3.05, -1
20:54:01,3.06, -1
20:54:01,3.06, -1
20:54:02,3.05, -1
20:54:02,2.06, 294.04
20:54:02,3.06, -1
20:54:02,1.89, 294.16
20:54:02,1.81, 294.22
20:54:02,3.06, -1
20:54:02,1.87, 294.38
20:54:02,1.87, 294.42
20:54:02,1.33, 294.38
20:54:03,1.32, 294.48
20:54:03,1.41, 294.54
20:54:03,1.14, 294.58
20:54:03,1.16, 294.58
20:54:03,1.13, 294.70
20:54:03,1.10, 294.72
20:54:03,1.06, 294.78
20:54:03,0.91, 294.88
20:54:03,1.00, 294.94
20:54:04,0.95, 294.98
20:54:04,0.92, 295.12
20:54:04,0.87, 295.26
20:54:04,0.84, 295.28
20:54:04,0.84, 295.38
20:54:04,0.83, 295.40
20:54:04,0.79, 295.58
20:54:04,0.84, 295.62
20:54:04,0.76, 295.68
20:54:05,0.76, 295.72
20:54:05,0.76, 295.84
20:54:05,0.60, 295.90
20:54:05,0.62, 295.66
20:54:05,0.60, 295.58
20:54:05,0.74, 295.44
20:54:05,0.73, 295.52
20:54:05,0.52, 295.52
20:54:05,0.54, 295.72
20:54:05,0.71, 296.18
20:54:06,0.67, 296.18
20:54:06,0.65, 296.14
20:54:06,0.67, 296.08
20:54:06,0.67, 296.08
20:54:06,0.67, 295.96
20:54:06,0.68, 295.92
20:54:06,0.68, 295.96
